symbol,name,cap,close,score
COSMOFIRST,Cosmo First Limited,Microcap,788.25,5
CPPLUS,Aditya Infotech Limited,Smallcap,3572.3,5
DCBBANK,DCB Bank Limited,Microcap,185.2,5
DLINKINDIA,D-Link (India) Ltd,Microcap,514.65,5
EIFFL,Euro India Fresh Foods Ltd.,Microcap,322.79,5
EMCURE,Emcure Pharmaceuticals Limited,Smallcap,1830.9,5
FAZE3Q,Faze Three Ltd.,Microcap,598.95,5
FINCABLES,Finolex Cables Ltd.,Smallcap,1144.5,5
FINEORG,Fine Organic Industries Limited,Smallcap,5209.0,5
GKSL,GUJARAT KIDNEY AND SUPER SPECIALITY LIMITED,Microcap,129.4,5
GLAXO,GlaxoSmithkline Pharmaceuticals Ltd.,Midcap,2464.7,5
GREENLAM,Greenlam Industries Ltd,Microcap,258.24,5
GREENPLY,Greenply Industries Ltd,Microcap,296.64,5
GRINDWELL,Grindwell Norton Ltd.,Smallcap,2153.8,5
GULFOILLUB,Gulf Oil Lubricants India Limited,Microcap,1061.75,5
HESTERBIO,Hester Biosciences Ltd,Microcap,2165.9,5
IDFCFIRSTB,IDFC FIRST BANK LIMITED,Midcap,78.93,5
INDOBORAX,Indo Borax & Chemicals Ltd.,Microcap,378.9,5
INDOSTAR,IndoStar Capital Finance Limited,Microcap,251.79,5
INGERRAND,Ingersoll-Rand (India) Ltd.,Smallcap,4495.9,5
INOXGREEN,INOX GREEN ENERGY SERVICES LIMITED,Microcap,198.6,5
INOXINDIA,INOX India Limited,Microcap,1905.0,5
INTERARCH,Interarch Building Solutions Limited,Microcap,1929.0,5
ITI,ITI Limited (Indian Teleph.Ind.Ltd),Smallcap,301.8,5
JAMNAAUTO,Jamna Auto Industries Ltd.,Microcap,131.37,5
JUBLPHARMA,JUBILANT PHARMOVA LIMITED,Smallcap,975.9,5
KICL,Kalyani Investment Company Limited,Microcap,5316.5,5
KIRLOSBROS,Kirloskar Brothers Ltd.,Smallcap,1984.5,5
KIRLOSENG,Kirloskar Oil Engines Limited,Smallcap,2341.1,5
KIRLOSIND,Kirloskar Industries Ltd,Microcap,3915.1,5
KRONOX,KRONOX LAB SCIENCES LIMITED,Microcap,149.96,5
LINDEINDIA,Linde India Limited,Midcap,7212.0,5
MANAKCOAT,Manaksia Coated Metals & Industries Ltd,Microcap,112.93,5
MANKIND,Mankind Pharma Limited,Midcap,2490.3,5
MEESHO,Meesho Limited,Midcap,188.88,5
NAHARSPING,Nahar Spinning Mills Ltd.,Microcap,258.35,5
NAVA,NAVA LIMITED,Smallcap,612.85,5
NAVINFLUOR,Navin Fluorine International Limited,Smallcap,7585.0,5
NAVKARCORP,Navkar Corporation Limited,Microcap,107.42,5
NHPC,NHPC Limited,Midcap,79.57,5
NITCO,Nitco Ltd.,Microcap,107.89,5
PANAMAPET,Panama Petrochem Ltd.,Microcap,420.55,5
PARACABLES,Paramount Communications Ltd.,Microcap,69.02,5
PARAGMILK,Parag Milk Foods Limited,Microcap,233.56,5
POKARNA,Pokarna Ltd.,Microcap,1037.2,5
PRUDENT,Prudent Corporate Advisory Services Limited,Microcap,2975.0,5
QUADFUTURE,Quadrant Future Tek Limited,Microcap,432.55,5
RAMRAT,Ram Ratna Wires Ltd.,Microcap,406.9,5
REDINGTON,Redington Limited,Smallcap,273.65,5
RISHABH,Rishabh Instruments Limited,Microcap,572.05,5
ROSSTECH,Rossell Techsys Limited,Microcap,969.4,5
SANSTAR,SANSTAR LIMITED,Microcap,121.47,5
SBC,SBC EXPORTS LIMITED,Microcap,41.38,5
SOBHA,Sobha Limited,Smallcap,1410.4,5
SRF,SRF Ltd.,Midcap,2739.9,5
STALLION,Stallion India Fluorochemicals Limited,Microcap,184.24,5
STLTECH,Sterlite Technologies Limited.,Microcap,613.3,5
STYRENIX,Styrenix Performance Materials Limited,Microcap,2297.8,5
TERASOFT,Tera Software Ltd.,Microcap,413.6,5
VADILALIND,Vadilal Industries Ltd.,Microcap,6288.4,5
VENUSREM,Venus Remedies Ltd.,Microcap,1833.5,5
WABAG,VA Tech Wabag Limited,Microcap,2009.1,5
WELCORP,Welspun Corp Limited,Smallcap,1477.6,5
ABSLAMC,Aditya Birla Sun Life AMC Limited,Smallcap,1144.6,4
AEROFLEX,Aeroflex Industries Limited,Microcap,471.6,4
AGARWALEYE,Dr. Agarwal's Health Care Limited,Smallcap,469.05,4
AZAD,Azad Engineering Limited,Microcap,2048.6,4
BANDHANBNK,Bandhan Bank Limited,Smallcap,205.04,4
BELRISE,BELRISE INDUSTRIES LIMITED,Smallcap,237.0,4
BHAGERIA,Bhageria Industries Limited,Microcap,211.01,4
CAMS,Computer Age Management Services Limited,Smallcap,792.2,4
CHENNPETRO,Chennai Petroleum Corporation Ltd.,Smallcap,1134.0,4
CRAFTSMAN,Craftsman Automation Limited,Smallcap,9305.0,4
DATAPATTNS,Data Patterns (India) Limited,Smallcap,4533.5,4
ELECTHERM,Electrotherm (India) Ltd,Microcap,1097.9,4
EPACKPEB,Epack Prefab Technologies Limited,Microcap,243.92,4
EQUITASBNK,Equitas Small Finance Bank Limited,Microcap,75.41,4
FIEMIND,FIEM INDUSTRIES LIMITED,Microcap,2261.3,4
FILATEX,Filatex India Ltd.,Microcap,51.91,4
GEOJITFSL,Geojit Financial Services Limited,Microcap,77.63,4
GNFC,Gujarat Narmada Valley Fert.Co.Ltd,Microcap,543.4,4
GOCLCORP,GOCL Corporation Limited,Microcap,408.45,4
HARSHA,Harsha Engineers International Limited,Microcap,419.7,4
IVALUE,IVALUE INFOSOLUTIONS LIMITED,Microcap,265.54,4
J&KBANK,Jammu and Kashmir Bank Ltd.,Microcap,156.2,4
JASH,Jash Engineering Ltd.,Microcap,507.3,4
KOPRAN,Kopran Ltd.,Microcap,189.31,4
KPIL,KALPATARU PROJECTS INTERNATIONAL LIMITED,Smallcap,1355.7,4
KRBL,KRBL Ltd.,Microcap,378.45,4
KRISHANA,Krishana Phoschem Ltd.,Microcap,688.0,4
KRISHIVAL,KRISHIVAL FOODS LIMITED,Microcap,402.05,4
LINCOLN,Lincoln Pharmaceuticals ltd.,Microcap,623.5,4
LLOYDSENT,LLOYDS ENTERPRISES LIMITED,Microcap,73.69,4
M&MFIN,Mahindra & Mahindra Financial Services Limited,Midcap,315.15,4
MANALIPETC,Manali Petrochemicals Ltd.,Microcap,64.1,4
MANAPPURAM,Manappuram Finance Limited,Smallcap,316.65,4
MBAPL,Madhya Bharat Agro Products Ltd.,Microcap,562.0,4
MGEL,MANGALAM GLOBAL ENTERPRISE LIMITED,Microcap,15.91,4
MIRCELECTR,Mirc Electronics Ltd,Microcap,40.12,4
MOSCHIP,MOSCHIP TECHNOLOGIES LIMITED,Microcap,206.49,4
NDRAUTO,NDR Auto Components Limited,Microcap,821.1,4
NEPHROPLUS,Nephrocare Health Services Limited,Microcap,677.35,4
NIBE,NIBE LIMITED,Microcap,1663.9,4
OCCLLTD,OCCL Limited,Microcap,126.98,4
ORBTEXP,Orbit Exports Ltd.,Microcap,220.15,4
PAISALO,PAISALO DIGITAL LIMITED,Microcap,59.1,4
PITTIENG,PITTI ENGINEERING LIMITED,Microcap,972.5,4
POWERMECH,Power Mech Projects Limited,Microcap,2763.0,4
PTCIL,PTC Industries Ltd.,Smallcap,17386.0,4
QPOWER,QUALITY POWER ELECTRICAL EQUIPMENTS LIMITED,Microcap,1223.4,4
RICOAUTO,RICO Auto Industries Ltd.,Microcap,135.36,4
RRKABEL,R R KABEL LIMITED,Smallcap,2381.7,4
RSWM,RSWM Limited,Microcap,192.61,4
RUBICON,RUBICON RESEARCH LIMITED,Microcap,1368.2,4
RUBYMILLS,Ruby Mills Ltd.,Microcap,325.0,4
SARLAPOLY,Sarla Performance Fibers Ltd,Microcap,98.14,4
SHYAMMETL,Shyam Metalics and Energy Limited,Smallcap,956.8,4
SMCGLOBAL,SMC Global Securities Limited,Microcap,70.24,4
SOUTHBANK,South Indian Bank Ltd.,Microcap,45.63,4
SPLPETRO,Supreme Petrochem Ltd.,Smallcap,725.05,4
STAR,STRIDES PHARMA SCIENCE LIMITED,Microcap,1092.9,4
STEELXIND,Steel Exchange India Ltd.,Microcap,12.53,4
STEL,STEL Holdings Limited,Microcap,572.1,4
STYLAMIND,Stylam Industries Limited,Microcap,3248.3,4
TIIL,Technocraft Industries (India) Ltd.,Microcap,2564.9,4
TIINDIA,Tube Investments of India Ltd,Midcap,3097.0,4
TVSSRICHAK,TVS Srichakra Ltd.,Microcap,4107.5,4
UFBL,UNITED FOODBRANDS LIMITED,Microcap,637.45,4
V2RETAIL,V2 Retail Limited,Microcap,226.79,4
VIDYAWIRES,VIDYA WIRES LIMITED,Microcap,99.62,4
VSSL,Vardhman Special Steels Ltd,Microcap,279.5,4
WALCHANNAG,Walchandnagar Industries Ltd,Microcap,272.3,4
YESBANK,Yes Bank Ltd.,Midcap,24.58,4
AGIIL,AGI Infra Limited,Microcap,365.15,3
AIIL,Authum Investment & Infrastructure Limited,Midcap,513.95,3
ANTELOPUS,Antelopus Selan Energy Limited,Microcap,794.3,3
ANTHEM,Anthem Biosciences Limited,Midcap,763.1,3
APARINDS,Apar Industries Ltd,Midcap,14598.0,3
APCOTEXIND,Apcotex Industries Limited,Microcap,507.9,3
ARTEMISMED,Artemis Medicare Services Limited,Microcap,262.55,3
ASIANENE,ASIAN ENERGY SERVICES LTD,Microcap,358.65,3
ATLANTAELE,Atlanta Electricals Limited,Microcap,1814.0,3
BBOX,BLACK BOX LIMITED,Microcap,947.2,3
CARERATING,CARE Ratings Limited,Microcap,1650.4,3
CLSEL,Chaman Lal Setia Exports Ltd.,Microcap,286.15,3
COMSYN,Commercial Syn Bags Limited,Microcap,161.3,3
CREST,CREST VENTURES LIMITED,Microcap,377.8,3
DBOL,Dhampur Bio Organics Limited,Microcap,111.56,3
DEEDEV,DEE DEVELOPMENT ENGINEERS LIMITED,Microcap,643.4,3
DHANBANK,Dhanlaxmi Bank Limited,Microcap,31.57,3
DHARMAJ,Dharmaj Crop Guard Limited,Microcap,265.25,3
DREDGECORP,Dredging Corporation of India Ltd.,Microcap,1097.0,3
DSSL,Dynacons Systems & Solutions Ltd.,Microcap,1363.9,3
DYNAMATECH,Dynamatic Technologies Ltd.,Microcap,10393.0,3
E2E,E2E Networks Ltd.,Microcap,396.3,3
EMKAY,Emkay Global Financial Services Ltd,Microcap,270.54,3
ENDURANCE,Endurance Technologies Limited,Midcap,2593.3,3
EPL,EPL LIMITED,Microcap,224.8,3
FCL,Fineotex Chemical Limited,Microcap,38.8,3
FORTIS,Fortis Healthcare Ltd,Midcap,949.05,3
GOLDIAM,Goldiam International Ltd.,Microcap,444.15,3
GVPIL,GE Power India Limited,Microcap,910.95,3
GVT&D,GE Vernova T&D India Limited,Midcap,4895.7,3
HSCL,Himadri Speciality Chemical Ltd.,Smallcap,645.55,3
IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,Microcap,815.65,3
IFCI,IFCI Ltd.,Smallcap,76.59,3
IIFL,IIFL FINANCE LIMITED,Smallcap,495.65,3
IIFLCAPS,IIFL CAPITAL SERVICES LIMITED,Microcap,338.15,3
INDOAMIN,Indo Amines Ltd.,Microcap,132.44,3
ITDC,India Tourism Development Corporati,Microcap,587.15,3
JPPOWER,Jaiprakash Power Ventures Limited,Smallcap,17.95,3
JSWENERGY,JSW Energy Limited,Midcap,569.45,3
KEI,KEI Industries Ltd.,Midcap,5247.5,3
KRISHNADEF,Krishna Defence and Allied Industries Ltd.,Microcap,1207.4,3
LALPATHLAB,Dr. Lal Pathlabs Limited,Smallcap,1623.1,3
LMW,LMW Limited,Smallcap,15894.0,3
MIDHANI,Mishra Dhatu Nigam Limited,Microcap,418.45,3
MMTC,MMTC Ltd.,Microcap,67.73,3
MODISONLTD,MODISON LIMITED,Microcap,297.65,3
MONARCH,Monarch Networth Capital Limited,Microcap,336.75,3
MSPL,MSP STEEL & POWER LTD.,Microcap,40.66,3
MTARTECH,MTAR Technologies Limited,Microcap,7620.5,3
MUNJALAU,Munjal Auto Industries Ltd.,Microcap,92.74,3
NAHARINDUS,Nahar Industrial Enterprises Ltd,Microcap,116.85,3
NBCC,NBCC (India) Limited,Smallcap,104.44,3
NETWEB,NETWEB TECHNOLOGIES INDIA LIMITED,Smallcap,4507.9,3
POWERINDIA,HITACHI ENERGY INDIA LIMITED,Midcap,34250.0,3
PRECWIRE,Precision Wires India ltd.,Microcap,401.7,3
PRIMESECU,Prime Securities Ltd.,Microcap,291.3,3
RAIN,Rain Industries Limited,Microcap,181.82,3
RBLBANK,RBL Bank Limited,Smallcap,361.8,3
SAATVIKGL,Saatvik Green Energy Limited,Microcap,464.95,3
SASKEN,Sasken Technologies Limited,Microcap,2161.6,3
SASTASUNDR,Sastasundar Ventures Limited,Microcap,307.45,3
SCHAEFFLER,Schaeffler India Limited,Midcap,4116.2,3
SINDHUTRAD,Sindhu Trade Links Limited,Microcap,24.82,3
SIS,SIS LIMITED,Microcap,414.25,3
SKIPPER,Skipper Limited,Microcap,532.65,3
SOTL,Savita Oil Technologies Limited,Microcap,513.5,3
SPORTKING,Sportking India Ltd.,Microcap,174.26,3
STCINDIA,State Trading Corporation of India,Microcap,127.27,3
STLNETWORK,STL Networks Limited,Microcap,27.1,3
SUPRAJIT,Suprajit Engineering Ltd.,Microcap,460.9,3
SVLL,Shree Vasu Logistics Ltd.,Microcap,685.4,3
TATACOMM,Tata Communications Limited,Midcap,1911.7,3
TDPOWERSYS,TD Power Systems Ltd,Microcap,1238.3,3
TMB,Tamilnad Mercantile Bank Limited,Microcap,733.45,3
TRITURBINE,Triveni Turbine Limited,Smallcap,677.35,3
VINDHYATEL,Vindhya Telelinks Ltd.,Microcap,2078.8,3
VISHNU,Vishnu Chemicals Limited,Microcap,601.2,3
WINDMACHIN,Windsor Machines Limited,Microcap,304.0,3
ZENTEC,Zen Technologies Ltd.,Smallcap,1763.1,3
APEX,Apex Frozen Foods Limited,Microcap,404.0,2
ARFIN,Arfin India Limited,Microcap,85.8,2
ASHAPURMIN,Ashapura Minechem Ltd,Microcap,661.1,2
ASKAUTOLTD,ASK Automotive Limited,Microcap,449.25,2
CIEINDIA,CIE Automotive India Limited,Smallcap,458.9,2
CONSOFINVT,Consolidated Finvest & Holdings Ltd.,Microcap,223.1,2
ENGINERSIN,Engineers India Ltd.,Microcap,237.58,2
FACT,Fertilizers and Chemicals Travancore Limited,Midcap,878.45,2
FEDFINA,Fedbank Financial Services Limited,Microcap,148.71,2
FMGOETZE,Federal-Mogul Goetze (India) Ltd,Microcap,444.15,2
GALLANTT,GALLANTT ISPAT LIMITED,Smallcap,679.75,2
GENUSPOWER,Genus Power Infrastructures Ltd,Microcap,307.9,2
GESHIP,Great Eastern Shipping Co. Ltd.,Smallcap,1421.0,2
GULPOLY,Gulshan Polyols Ltd.,Microcap,188.13,2
HARDWYN,HARDWYN INDIA LIMITED,Microcap,24.05,2
KIOCL,KIOCL Limited,Smallcap,386.95,2
MMFL,M.M.Forgings Ltd.,Microcap,454.65,2
NELCAST,Nelcast Limited,Microcap,135.84,2
NLCINDIA,NLC India Limited,Smallcap,317.1,2
ONEPOINT,One Point One Solutions Ltd.,Microcap,57.1,2
SAMBHV,SAMBHV STEEL TUBES LIMITED,Microcap,108.46,2
SCI,Shipping Corporation Of India Ltd,Microcap,301.15,2
SUNFLAG,Sunflag Iron & Steel Co. Ltd.,Microcap,340.05,2
TIMKEN,Timken India Ltd,Smallcap,3483.8,2
TIPSMUSIC,TIPS MUSIC LIMITED,Microcap,626.8,2
UNITEDPOLY,United Polyfab Gujarat Ltd.,Microcap,32.11,2
WEBELSOLAR,Websol Energy System Limited,Microcap,101.29,2
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,Smallcap,2485.6,2
SPMLINFRA,SPML Infra Limited,Microcap,196.82,1
